[2025-04-08T12:09:41.955+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-04-08T12:09:42.011+0000] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: pipeline_cervejarias_dag.camada_bronze manual__2025-04-08T12:09:21.214286+00:00 [queued]>
[2025-04-08T12:09:42.027+0000] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: pipeline_cervejarias_dag.camada_bronze manual__2025-04-08T12:09:21.214286+00:00 [queued]>
[2025-04-08T12:09:42.028+0000] {taskinstance.py:2303} INFO - Starting attempt 1 of 4
[2025-04-08T12:09:42.484+0000] {bronze.py:47} INFO - Iniciando extração paralela da API Open Brewery DB...
[2025-04-08T12:09:42.487+0000] {bronze.py:31} INFO - Descobrindo total de páginas disponíveis...
[2025-04-08T12:09:43.947+0000] {bronze.py:23} INFO - Página 1 retornou 50 registros.
[2025-04-08T12:09:44.981+0000] {bronze.py:23} INFO - Página 2 retornou 50 registros.
[2025-04-08T12:09:45.996+0000] {bronze.py:23} INFO - Página 3 retornou 50 registros.
[2025-04-08T12:09:47.360+0000] {bronze.py:23} INFO - Página 4 retornou 50 registros.
[2025-04-08T12:09:48.250+0000] {bronze.py:23} INFO - Página 5 retornou 50 registros.
[2025-04-08T12:09:48.747+0000] {bronze.py:23} INFO - Página 6 retornou 50 registros.
[2025-04-08T12:09:50.068+0000] {bronze.py:23} INFO - Página 7 retornou 50 registros.
[2025-04-08T12:09:50.922+0000] {bronze.py:23} INFO - Página 8 retornou 50 registros.
[2025-04-08T12:09:51.439+0000] {bronze.py:23} INFO - Página 9 retornou 50 registros.
[2025-04-08T12:09:52.547+0000] {bronze.py:23} INFO - Página 10 retornou 50 registros.
[2025-04-08T12:09:53.358+0000] {bronze.py:23} INFO - Página 11 retornou 50 registros.
[2025-04-08T12:09:54.608+0000] {bronze.py:23} INFO - Página 12 retornou 50 registros.
[2025-04-08T12:09:56.267+0000] {bronze.py:23} INFO - Página 13 retornou 50 registros.
[2025-04-08T12:09:58.043+0000] {bronze.py:23} INFO - Página 14 retornou 50 registros.
[2025-04-08T12:09:59.122+0000] {bronze.py:23} INFO - Página 15 retornou 50 registros.
[2025-04-08T12:10:00.075+0000] {bronze.py:23} INFO - Página 16 retornou 50 registros.
[2025-04-08T12:10:00.674+0000] {bronze.py:23} INFO - Página 17 retornou 50 registros.
[2025-04-08T12:10:01.733+0000] {bronze.py:23} INFO - Página 18 retornou 50 registros.
[2025-04-08T12:10:02.848+0000] {bronze.py:23} INFO - Página 19 retornou 50 registros.
[2025-04-08T12:10:03.685+0000] {bronze.py:23} INFO - Página 20 retornou 50 registros.
[2025-04-08T12:10:04.457+0000] {bronze.py:23} INFO - Página 21 retornou 50 registros.
[2025-04-08T12:10:05.825+0000] {bronze.py:23} INFO - Página 22 retornou 50 registros.
[2025-04-08T12:10:06.766+0000] {bronze.py:23} INFO - Página 23 retornou 50 registros.
[2025-04-08T12:10:07.886+0000] {bronze.py:23} INFO - Página 24 retornou 50 registros.
[2025-04-08T12:10:09.190+0000] {bronze.py:23} INFO - Página 25 retornou 50 registros.
[2025-04-08T12:10:10.522+0000] {bronze.py:23} INFO - Página 26 retornou 50 registros.
[2025-04-08T12:10:11.797+0000] {bronze.py:23} INFO - Página 27 retornou 50 registros.
[2025-04-08T12:10:13.297+0000] {bronze.py:23} INFO - Página 28 retornou 50 registros.
[2025-04-08T12:10:14.203+0000] {bronze.py:23} INFO - Página 29 retornou 50 registros.
[2025-04-08T12:10:15.149+0000] {bronze.py:23} INFO - Página 30 retornou 50 registros.
[2025-04-08T12:10:16.141+0000] {bronze.py:23} INFO - Página 31 retornou 50 registros.
[2025-04-08T12:10:17.051+0000] {bronze.py:23} INFO - Página 32 retornou 50 registros.
[2025-04-08T12:10:18.043+0000] {bronze.py:23} INFO - Página 33 retornou 50 registros.
[2025-04-08T12:10:19.281+0000] {bronze.py:23} INFO - Página 34 retornou 50 registros.
[2025-04-08T12:10:20.186+0000] {bronze.py:23} INFO - Página 35 retornou 50 registros.
[2025-04-08T12:10:21.168+0000] {bronze.py:23} INFO - Página 36 retornou 50 registros.
[2025-04-08T12:10:22.279+0000] {bronze.py:23} INFO - Página 37 retornou 50 registros.
[2025-04-08T12:10:23.168+0000] {bronze.py:23} INFO - Página 38 retornou 50 registros.
[2025-04-08T12:10:24.060+0000] {bronze.py:23} INFO - Página 39 retornou 50 registros.
[2025-04-08T12:10:25.051+0000] {bronze.py:23} INFO - Página 40 retornou 50 registros.
[2025-04-08T12:10:25.862+0000] {bronze.py:23} INFO - Página 41 retornou 50 registros.
[2025-04-08T12:10:27.014+0000] {bronze.py:23} INFO - Página 42 retornou 50 registros.
[2025-04-08T12:10:27.876+0000] {bronze.py:23} INFO - Página 43 retornou 50 registros.
[2025-04-08T12:10:28.788+0000] {bronze.py:23} INFO - Página 44 retornou 50 registros.
[2025-04-08T12:10:29.694+0000] {bronze.py:23} INFO - Página 45 retornou 50 registros.
[2025-04-08T12:10:30.572+0000] {bronze.py:23} INFO - Página 46 retornou 50 registros.
[2025-04-08T12:10:31.395+0000] {bronze.py:23} INFO - Página 47 retornou 50 registros.
[2025-04-08T12:10:31.878+0000] {bronze.py:23} INFO - Página 48 retornou 50 registros.
[2025-04-08T12:10:32.339+0000] {bronze.py:23} INFO - Página 49 retornou 50 registros.
[2025-04-08T12:10:33.216+0000] {bronze.py:23} INFO - Página 50 retornou 50 registros.
[2025-04-08T12:10:34.521+0000] {bronze.py:23} INFO - Página 51 retornou 50 registros.
[2025-04-08T12:10:35.607+0000] {bronze.py:23} INFO - Página 52 retornou 50 registros.
[2025-04-08T12:10:36.248+0000] {bronze.py:23} INFO - Página 53 retornou 50 registros.
[2025-04-08T12:10:37.179+0000] {bronze.py:23} INFO - Página 54 retornou 50 registros.
[2025-04-08T12:10:38.591+0000] {bronze.py:23} INFO - Página 55 retornou 50 registros.
[2025-04-08T12:10:39.466+0000] {bronze.py:23} INFO - Página 56 retornou 50 registros.
[2025-04-08T12:10:40.465+0000] {bronze.py:23} INFO - Página 57 retornou 50 registros.
[2025-04-08T12:10:41.271+0000] {bronze.py:23} INFO - Página 58 retornou 50 registros.
[2025-04-08T12:10:42.263+0000] {bronze.py:23} INFO - Página 59 retornou 50 registros.
[2025-04-08T12:10:43.335+0000] {bronze.py:23} INFO - Página 60 retornou 50 registros.
[2025-04-08T12:10:44.448+0000] {bronze.py:23} INFO - Página 61 retornou 50 registros.
[2025-04-08T12:10:45.322+0000] {bronze.py:23} INFO - Página 62 retornou 50 registros.
[2025-04-08T12:10:46.167+0000] {bronze.py:23} INFO - Página 63 retornou 50 registros.
[2025-04-08T12:10:47.035+0000] {bronze.py:23} INFO - Página 64 retornou 50 registros.
[2025-04-08T12:10:48.017+0000] {bronze.py:23} INFO - Página 65 retornou 50 registros.
[2025-04-08T12:10:48.892+0000] {bronze.py:23} INFO - Página 66 retornou 50 registros.
[2025-04-08T12:10:59.050+0000] {bronze.py:26} ERROR - Erro na página 67: HTTPSConnectionPool(host='api.openbrewerydb.org', port=443): Read timed out. (read timeout=10)
[2025-04-08T12:10:59.072+0000] {bronze.py:42} INFO - Total de páginas com dados: 66
[2025-04-08T12:11:00.153+0000] {bronze.py:23} INFO - Página 10 retornou 50 registros.
[2025-04-08T12:11:00.174+0000] {bronze.py:23} INFO - Página 6 retornou 50 registros.
[2025-04-08T12:11:00.303+0000] {bronze.py:23} INFO - Página 7 retornou 50 registros.
[2025-04-08T12:11:00.379+0000] {bronze.py:23} INFO - Página 5 retornou 50 registros.
[2025-04-08T12:11:00.380+0000] {bronze.py:23} INFO - Página 4 retornou 50 registros.
[2025-04-08T12:11:00.959+0000] {bronze.py:23} INFO - Página 9 retornou 50 registros.
[2025-04-08T12:11:00.962+0000] {bronze.py:23} INFO - Página 8 retornou 50 registros.
[2025-04-08T12:11:00.964+0000] {bronze.py:23} INFO - Página 1 retornou 50 registros.
[2025-04-08T12:11:01.035+0000] {bronze.py:23} INFO - Página 3 retornou 50 registros.
[2025-04-08T12:11:01.055+0000] {bronze.py:23} INFO - Página 2 retornou 50 registros.
[2025-04-08T12:11:01.336+0000] {bronze.py:23} INFO - Página 11 retornou 50 registros.
[2025-04-08T12:11:01.339+0000] {bronze.py:23} INFO - Página 12 retornou 50 registros.
[2025-04-08T12:11:01.803+0000] {bronze.py:23} INFO - Página 13 retornou 50 registros.
[2025-04-08T12:11:01.861+0000] {bronze.py:23} INFO - Página 14 retornou 50 registros.
[2025-04-08T12:11:01.964+0000] {bronze.py:23} INFO - Página 17 retornou 50 registros.
[2025-04-08T12:11:01.978+0000] {bronze.py:23} INFO - Página 15 retornou 50 registros.
[2025-04-08T12:11:01.996+0000] {bronze.py:23} INFO - Página 16 retornou 50 registros.
[2025-04-08T12:11:02.036+0000] {bronze.py:23} INFO - Página 19 retornou 50 registros.
[2025-04-08T12:11:02.041+0000] {bronze.py:23} INFO - Página 18 retornou 50 registros.
[2025-04-08T12:11:02.050+0000] {bronze.py:23} INFO - Página 20 retornou 50 registros.
[2025-04-08T12:11:02.097+0000] {bronze.py:23} INFO - Página 21 retornou 50 registros.
[2025-04-08T12:11:02.135+0000] {bronze.py:23} INFO - Página 22 retornou 50 registros.
[2025-04-08T12:11:02.508+0000] {bronze.py:23} INFO - Página 24 retornou 50 registros.
[2025-04-08T12:11:02.526+0000] {bronze.py:23} INFO - Página 23 retornou 50 registros.
[2025-04-08T12:11:02.617+0000] {bronze.py:23} INFO - Página 25 retornou 50 registros.
[2025-04-08T12:11:02.646+0000] {bronze.py:23} INFO - Página 26 retornou 50 registros.
[2025-04-08T12:11:02.671+0000] {bronze.py:23} INFO - Página 27 retornou 50 registros.
[2025-04-08T12:11:02.720+0000] {bronze.py:23} INFO - Página 30 retornou 50 registros.
[2025-04-08T12:11:02.751+0000] {bronze.py:23} INFO - Página 29 retornou 50 registros.
[2025-04-08T12:11:02.769+0000] {bronze.py:23} INFO - Página 28 retornou 50 registros.
[2025-04-08T12:11:02.813+0000] {bronze.py:23} INFO - Página 31 retornou 50 registros.
[2025-04-08T12:11:02.814+0000] {bronze.py:23} INFO - Página 32 retornou 50 registros.
[2025-04-08T12:11:02.944+0000] {bronze.py:23} INFO - Página 33 retornou 50 registros.
[2025-04-08T12:11:03.017+0000] {bronze.py:23} INFO - Página 34 retornou 50 registros.
[2025-04-08T12:11:03.159+0000] {bronze.py:23} INFO - Página 36 retornou 50 registros.
[2025-04-08T12:11:03.168+0000] {bronze.py:23} INFO - Página 35 retornou 50 registros.
[2025-04-08T12:11:03.191+0000] {bronze.py:23} INFO - Página 38 retornou 50 registros.
[2025-04-08T12:11:03.196+0000] {bronze.py:23} INFO - Página 37 retornou 50 registros.
[2025-04-08T12:11:03.277+0000] {bronze.py:23} INFO - Página 39 retornou 50 registros.
[2025-04-08T12:11:03.361+0000] {bronze.py:23} INFO - Página 40 retornou 50 registros.
[2025-04-08T12:11:03.456+0000] {bronze.py:23} INFO - Página 41 retornou 50 registros.
[2025-04-08T12:11:03.473+0000] {bronze.py:23} INFO - Página 42 retornou 50 registros.
[2025-04-08T12:11:03.659+0000] {bronze.py:23} INFO - Página 43 retornou 50 registros.
[2025-04-08T12:11:03.670+0000] {bronze.py:23} INFO - Página 44 retornou 50 registros.
[2025-04-08T12:11:03.698+0000] {bronze.py:23} INFO - Página 45 retornou 50 registros.
[2025-04-08T12:11:03.721+0000] {bronze.py:23} INFO - Página 48 retornou 50 registros.
[2025-04-08T12:11:03.763+0000] {bronze.py:23} INFO - Página 46 retornou 50 registros.
[2025-04-08T12:11:03.853+0000] {bronze.py:23} INFO - Página 47 retornou 50 registros.
[2025-04-08T12:11:03.892+0000] {bronze.py:23} INFO - Página 50 retornou 50 registros.
[2025-04-08T12:11:03.911+0000] {bronze.py:23} INFO - Página 49 retornou 50 registros.
[2025-04-08T12:11:04.103+0000] {bronze.py:23} INFO - Página 52 retornou 50 registros.
[2025-04-08T12:11:04.105+0000] {bronze.py:23} INFO - Página 51 retornou 50 registros.
[2025-04-08T12:11:04.356+0000] {bronze.py:23} INFO - Página 54 retornou 50 registros.
[2025-04-08T12:11:04.378+0000] {bronze.py:23} INFO - Página 53 retornou 50 registros.
[2025-04-08T12:11:04.438+0000] {bronze.py:23} INFO - Página 55 retornou 50 registros.
[2025-04-08T12:11:04.553+0000] {bronze.py:23} INFO - Página 56 retornou 50 registros.
[2025-04-08T12:11:04.684+0000] {bronze.py:23} INFO - Página 59 retornou 50 registros.
[2025-04-08T12:11:04.732+0000] {bronze.py:23} INFO - Página 57 retornou 50 registros.
[2025-04-08T12:11:04.745+0000] {bronze.py:23} INFO - Página 58 retornou 50 registros.
[2025-04-08T12:11:04.824+0000] {bronze.py:23} INFO - Página 60 retornou 50 registros.
[2025-04-08T12:11:04.834+0000] {bronze.py:23} INFO - Página 61 retornou 50 registros.
[2025-04-08T12:11:04.925+0000] {bronze.py:23} INFO - Página 62 retornou 50 registros.
[2025-04-08T12:11:05.034+0000] {bronze.py:23} INFO - Página 63 retornou 50 registros.
[2025-04-08T12:11:05.045+0000] {bronze.py:23} INFO - Página 64 retornou 50 registros.
[2025-04-08T12:11:05.127+0000] {bronze.py:23} INFO - Página 65 retornou 50 registros.
[2025-04-08T12:11:05.194+0000] {bronze.py:23} INFO - Página 66 retornou 50 registros.
[2025-04-08T12:11:05.475+0000] {bronze.py:89} INFO - Extração finalizada com 3300 registros únicos.
[2025-04-08T12:11:05.475+0000] {bronze.py:90} INFO - Dados salvos em: /opt/***/datalake/bronze/date=2025-04-08/breweries_12-11-05.json.gz
[2025-04-08T12:11:05.564+0000] {python.py:237} INFO - Done. Returned value was: None
[2025-04-08T12:11:05.566+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2025-04-08T12:11:05.578+0000] {taskinstance.py:1205} INFO - Marking task as SUCCESS. dag_id=pipeline_cervejarias_dag, task_id=camada_bronze, execution_date=20250408T120921, start_date=20250408T120942, end_date=20250408T121105
[2025-04-08T12:11:05.643+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 0
[2025-04-08T12:11:05.674+0000] {taskinstance.py:3482} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2025-04-08T12:11:05.676+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
